rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, age, phone_number, soc_sec_id, blocking_number
rec-6213-org,   tara, green, 19, hooley place, , lowood, 3130, vic, 19921115, 25, 03 31684027, 2987434, 7
rec-572-org,   renai, blackwell, , neumayer street, , burnie, 3350, tas, 19980728, 29, 03 34909551, 6613501, 0
rec-7384-org,   madeleine, horsley, 54, mailey retreat, sp 11650016, new farm, 2196, nsw, 19901014, 21, 04 92157096, 1825755, 4
rec-5978-dup-0, elly, thorpe, 6, birdwooc sstreet, rocklea, frankston, 6056, qld, , 30, 03 72703465, 6694502, 7
rec-646-org,   lukas, chandler, 20, parfitt crescent, b & b hooper farms, hackham, 2092, vic, 19921210, , 04 11303060, 7035174, 3
rec-4580-dup-0, ethan, ollis, 18, carr crescent, balladong house, belamount, 2171, wa, , , 04 90927875, 8732083, 3
rec-5899-org,   george, kennaway, 43, haskett place, west road, condon, 3182, vic, 19990930, 33, 02 35806117, 8270518, 0
rec-995-org,   riley, reid, 47, moorehead place, , kangarilla, 7170, qld, 19910725, 35, 02 29098687, 2989130, 6
rec-3004-org,   jackson, clarke, 23, towns crescent, greenbank, budgewoi, 6008, qld, 19980531, 39, 04 35842449, 5675206, 7
rec-3778-org,   ryan, staude, 38, bemm place, , , 2615, nsw, 19971024, 35, 08 63450611, 1461305, 2
rec-1427-org,   mikayla, george, 16, gingana street, , north st ives, 4118, vic, 19920922, 26, 08 08204428, 4180783, 6
rec-5341-dup-1, harrion, schoppe, 270, pinkerton circuit, , millers forest, 2614, vic, 19990517, 40, 08 69091150, 6920406, 8
rec-6995-org,   callum, noble, 54, firbank close, , st agnes, 4122, nsw, 19971012, 38, 03 41247840, 7329702, 0
rec-6703-org,   jake, spears, 24, belconnen way, , kedron, 4220, qld, 19940628, 31, 03 19062558, 3419013, 1
rec-6152-org,   shae, browne, 385, philp place, public school reserve, tuart hill, 4109, nsw, 19900928, 29, 04 18100444, 2471703, 0
rec-4888-org,   lauren, britten, 7, stutchbury street, , dianella, 3128, nsw, 19970813, , 07 16755033, 7821473, 8
rec-7878-dup-0, samantha, hereth, 7, ranken place, , leeton, 4350, vic, 19941026, 37, , 6614264, 7
rec-2562-org,   alexandra, mcneill, 178, empire circuit, , lavington, 5039, nt, 19901206, 28, 04 39984157, 7198907, 0
rec-1366-org,   troy, white, 17, kirkcaldie circuit, mannafields farm, campbell town, 3029, vic, 19940806, , , 5611324, 0
rec-1267-org,   callum, artis, 103, hoskins street, grange house, hawthorn, 3677, nsw, 19970830, , 02 74587504, 3195484, 4
rec-3596-dup-0, jackson, stubbs, 11, archibald street, , geelon east, 3020, vic, 19980128, 25, 03 04248311, 6322145, 6
rec-5155-org,   chelsea, capurso, 158, , , cygnet, 6064, vic, 19921028, 20, 04 31489274, 5405178, 2
rec-3174-org,   brianna, dixon, 5, zox circuit, , elermore vale, 3175, nsw, 19980306, 39, 08 65761343, 1979937, 0
rec-133-org,   , cannell, 56, hambidge crescent, , mentone, 2040, , 19930103, , 02 01330061, 9426392, 8
rec-11-org,   nellie, white, 20, , , vermont, 3280, , 19950620, , 08 61462548, 4809432, 9
rec-7947-org,   ethan, vaszocz, 261, ashby circuit, killarney, lake heights, 3181, nsw, 19981211, 28, 07 43539184, 7767797, 5
rec-6914-org,   fynn, meaney, 47, lampard circuit, , wanniassa, 3825, vic, 19981113, 23, 07 00753487, 5555647, 4
rec-2184-org,   peyton, mason, 391, ebden street, , st albans, 2540, nsw, 19951017, 27, 02 24151356, 2510358, 5
rec-2059-org,   thomas, ferris, 24, , , heathpool, 2605, nsw, 19941224, 28, 08 71880313, 1726606, 9
rec-5884-org,   india, furze, 111, lukey place, , north haven, 2150, vic, 19901201, , 04 96185064, 2898320, 0
rec-1753-dup-1, bryce, lomman, 18, nardoo crescent, kawana shoppingwohrlf medical centre, hawthorn, 2630, qld, 19930301, 29, 08 70843892, 3796623, 2
rec-3193-dup-0, jakr, neville, 2, , , wingham, 2478, wa, , 27, 04 01694686, 6930957, 7
rec-8418-org,   isabelle, hammer, 110, perrin circuit, , seven hills, 4505, nsw, 19991020, 37, 04 74314462, 6828086, 2
rec-3557-org,   sophie, vincent, 7, terewah circuit, creecoona, wyong, 3136, nsw, 19960725, 38, 08 75522897, 3384448, 7
rec-2393-org,   james, weaver, 14, temperley street, thane house, bassendean, 2047, sa, 19981218, 25, 02 05172320, 6940226, 1
rec-7557-org,   nicholas, nguyen, 136, damala street, wide bay capricorn hse, dulwich hill, 7315, sa, 19940913, , 08 10202817, 7067054, 9
rec-2762-dup-0, sophie, coleman, 34, calder crescent, , harbord, 4560, , 19950977, 11, 08 71662644, 7216486, 5
rec-105-org,   mary, goldsworthy, 9, hooper crescent, rosetta village, geographe, 6026, nsw, 19960921, 27, 07 22717160, 9688646, 5
rec-4244-org,   thomas, donaldson, 8, pennefather street, , ivanhoe, 2259, nsw, 19990525, , 04 95632016, 1979443, 5
rec-6409-org,   elisha, clarke, 12, paul coe crescent, , kogarah, 2060, , 19960602, , 03 82883597, 6444534, 6
rec-2517-org,   alyssa, baars, 1, maclachlan street, brentwood vlge, lutwyche, 4814, nsw, 19901010, 24, 02 88652420, 5018099, 4
rec-7494-org,   eliza, webb, 7, dakin place, , colac, 3350, qld, 19990422, , 07 14235252, 3690176, 1
rec-7693-org,   evan, blackwell, 8, napier close, goodvale, mount hutton, 6147, , 19921206, 26, 08 84141409, 9580564, 3
rec-1468-org,   taylah, du, 11, lowrie street, , cloverdale, 2204, sa, 19920922, 26, 08 99258841, 7809501, 3
rec-7989-org,   madison, martinovic, 12, wambool street, , chisholm, 4550, nsw, 19910904, , 02 83581569, 4102166, 9
rec-467-org,   lucas, satterley, 20, antill street, lachlan view, peterborough, 6070, sa, 19981128, 40, 07 94493332, 1154992, 2
rec-3356-org,   mackenzie, coleman, 3, darwinia terrace, , mount gravatt, 4014, nsw, 19940109, , 04 53351016, 6787091, 0
rec-271-org,   lucas, whait, 46, vonwiller crescent, beauchamp street, narre warren north, 3165, nsw, 19990412, , 04 37939904, 5536557, 0
rec-7220-dup-0, nicklason, finley, 17, noble close, , cawarral, 3101, nsw, 19950925, 29, 07 13301328, 5993263, 4
rec-1910-org,   harry, varcoe, 2, thomson street, , newstead, 3038, nsw, 19960906, 20, 02 01099303, 1013679, 8
rec-7723-org,   william, white, 16, jauncey court, , point lonsdale, 6623, sa, 19920201, 33, 02 61091854, 3664748, 6
rec-1643-org,   hayden, mason, 1, must circuit, evanmore, ballarat, 3216, nsw, 19910319, 21, 04 27943223, 4327217, 0
rec-1791-org,   emiily, mcgregor, 8, nambucca street, , worongary, 2074, vic, 19900119, 25, 02 63558559, 6926729, 6
rec-2657-org,   mitchell, mccarthy, 1, knox street, , bellevue hill, 2153, wa, 19901221, 41, 07 46966817, 4115699, 4
rec-7992-org,   izaac, green, 14, chinner crescent, , childers, , vic, 19900331, 33, 07 24161313, 3745352, 1
rec-7128-org,   jaslyn, marlow, 46, gingana street, , broadbeach waters, 2795, nsw, 19940629, 31, 07 86984631, 7932992, 5
rec-8259-org,   hattie, marris, 20, chubb street, , forrestfield, 2777, qld, 19921118, 33, 03 33641069, 1971453, 4
rec-4093-org,   zakariah, aspey, 10, dryandra street, , iluka, 2223, qld, 19980909, , 04 85027844, 8999328, 6
rec-3208-dup-2, alisa, mccarthy, 3, phillipson crescent, , brighton, 7004, wa, 19911215, 9, 04 55496509, 7882919, 9
rec-6347-org,   arabella, carmody, 72, mountain circuit, belgrade park, wangaratta, 2251, , 19951229, 37, 04 91556431, 3845481, 3
rec-4154-org,   amber, lohmann, 19, degraves crescent, brentwood vlge, kyancutta, 6514, , 19911110, 27, 04 81593485, 8554682, 5
rec-801-org,   tara, schembri, , delprat circuit, , young, 2261, nsw, 19990817, 28, , 5371904, 0
rec-1438-org,   thomas, campbell, 26, michell street, norillee, blue haven, 4869, nsw, 19990427, 11, 07 94102042, 7131710, 6
rec-1578-org,   india, clarke, 111, rule street, fm 226, osborne park, 2519, wa, , 33, 03 47038086, 1954785, 0
rec-926-org,   imogen, lock, 7, berghofer court, , laverton, 4118, qld, , 31, 02 36411005, 7875818, 7
rec-7857-org,   brody, campbell, 13, magrath crescent, , bunyip, 6019, nsw, 19981127, 23, 02 88597617, 4683770, 4
rec-1501-org,   neneh, aldous, 168, martley circuit, , surrey hills, 4350, vic, 19930705, 36, 03 19465618, 9499403, 5
rec-6242-org,   benjamin, miell, 120, totterdell street, , scarborough, 2380, vic, 19920215, , 04 45494192, 9784889, 1
rec-1876-org,   finn, mason, 45, moorehead place, , nedlands, 2515, vic, 19961221, 20, 08 78222320, 5419583, 8
rec-4649-org,   mitchell, nguyen, 25, tauss place, , devonport, 5554, nsw, 19940228, , 07 08514539, 3986737, 4
rec-1155-org,   dylan, andretzke, 16, barwon street, karkatt, samford, 4305, , 19910901, 20, 08 31584241, 3195076, 0
rec-5692-org,   lachlan, green, 124, fitchett street, , oakleigh, 4169, vic, 19921119, 33, 04 90899411, 8275248, 3
rec-5036-org,   leon, grimwade, 340, , , torrensville, 5109, qld, 19960521, 32, 02 04229493, 7669080, 6
rec-4639-org,   luke, lomman, 11, haines street, plain view, scarborough, 2216, nsw, , 19, 04 54078301, 8420447, 0
rec-4930-org,   joshua, green, 2, hedland circuit, karoola, thornbury, 2528, nsw, 19900324, 32, 04 41664424, 2616191, 9
rec-4700-org,   hayley, matthews, 18, mccabe crescent, , blacktown, 4226, vic, 19971121, 24, 04 79833549, 8055679, 4
rec-1240-org,   abbey, musolino, 2, wenholz street, naranda, nuriootpa, 6010, vic, 19920528, , 02 27320547, 6371087, 5
rec-4356-org,   jairus, haeusler, 22, riddle place, , forest hill, 2646, act, 19931106, 11, 02 75901174, 8447653, 6
rec-8-org,   andrew, boyle, 742, blamey crescent, bowan downs, mulwala, 3155, nsw, 19940325, 24, 02 43631212, 4034447, 0
rec-4128-org,   isabella, bishop, 3, casey crescent, , adamstown, 3175, qld, 19930318, 27, 02 22663529, 2988280, 8
rec-313-org,   jack, beattie, 81, florence taylor street, , waramanga, 2147, nsw, 19901017, 23, 04 62969571, 9267822, 2
rec-7615-dup-1, emma, spark, 10, dalley crescent, , dickson, 3081, nsw, 19970327, 41, , 2634098, 0
rec-7247-org,   dylan, large, 11, trumble street, winterwood, warrell creek, 5033, vic, 19911208, , 08 57465588, 7774106, 6
rec-4185-org,   , gasparin, 7, heagney crescent, medical centre, brunswick west, 6021, vic, 19930228, , 03 56090203, 7745211, 6
rec-168-org,   ellie, ma, 29, hannan crescent, ulc 4, muluckine, 4019, qld, 19960110, 39, 07 75276983, 9682657, 3
rec-917-org,   jared, sherriff, 8, buckmaster crescent, broken wheel, loveday, 6025, nt, 19970128, 10, 03 51077895, 7120128, 3
rec-5446-org,   mitchell, nykamp, 2, brodribb street, , benandarah, 3148, nsw, 19990515, , 02 43761853, 4635198, 5
rec-2393-dup-0, james, weaver, 14, temperley sgreet, thane house, bassendean, 2047, sa, 19981128, 25, 02 05172320, 6940226, 1
rec-3242-org,   jaiden, nye, 27, yarra street, parra, lakes entrance, 3031, nt, 19921125, , 08 70755553, 7125241, 8
rec-787-org,   zara, kennealy, 148, , , blakehurst, 2076, vic, 19960810, 27, 08 87997428, 7356562, 3
rec-637-org,   emiily, campbell, 1, faucett street, , trafalgar, 3831, wa, 19940614, 36, 02 00351128, 4847522, 4
rec-6383-org,   riley, mcclelland, 52, donald place, walea, penguin, 2196, nsw, 19930403, , 04 81329606, 7506966, 4
rec-6607-org,   lewis, arhipoff, 138, tate street, brentwood vlge, mount colah, 3934, nsw, 19940731, 30, 02 25903904, 1030508, 1
rec-6543-dup-0, fenwick, lachlan, 3, burrendong street, , tully, 2846, , 19911212, 22, 07 08226565, 8137983, 1
rec-3041-org,   samuel, monteleone, 22, troughton street, , goodwood, 5047, act, 19990712, 31, 02 49460095, 2380991, 2
rec-2491-org,   sachin, owerko, 8, winser crescent, , loganholme, 4370, qld, 19941025, 30, 08 68526617, 8103670, 2
rec-1763-dup-0, mollie, greeb, 37, duffy street, , anula, 3106, nsw, 19900428, 33, 08 48079353, 6262796, 8
rec-2541-org,   eliza, klemm, 13, o'hara close, , tyabb, 3630, vic, 19980606, 28, 03 07120299, 3301617, 5
rec-2000-dup-1, diamohd, plumb, 1, beazley crescent, , granviole, 3070, qld, 19981220, 10, 08 40760726, 8818201, 7
rec-6083-org,   madeleine, wegman, 24, onkaparinga crescent, mt derriwong, mitcham, 2650, , 19970525, 32, 02 45874507, 4422481, 9
rec-8346-org,   jayme, netherton, 39, kirby place, wunnamurra homestead, nowra, 3182, tas, 19950622, 24, 08 49531781, 8724506, 7
rec-1236-org,   isabelle, zangl, 22, batchelor street, heritage est, orelia, 4220, vic, 19930817, 34, , 4242191, 0
rec-5966-org,   thomas, hoebergen, 22, farrelly close, villa 3, bourke, 3136, vic, 19910914, , 08 57996783, 3214068, 4
rec-169-org,   joselyn, berry, 10, aland place, , mill park, 2282, nsw, 19990706, , 03 65738094, 2013340, 6
rec-6651-dup-0, william, gail, 10, macrossan crescent, , 4110, leongatha, vic, 19931201, 29, 04 96193636, 2876694, 2
rec-6870-org,   thomas, clarke, 24, braim place, , leichhardt, 4573, qld, 19920508, 21, 02 35114657, 5010796, 0
rec-8038-org,   noah, rau, 179, kingsmill street, , proserpine, 2025, qld, 19930127, 23, 04 32272536, 7840406, 8
rec-5347-org,   timothy, mcclelland, 3, clubbe crescent, murray vale murray valley, mona vale, 3149, nsw, 19920319, 31, 07 83197866, 1333329, 8
rec-2587-org,   nikki, hammill, 47, myles close, , padstow, 3046, , 19951013, 11, 04 35161412, 8287023, 3
rec-5043-org,   natassia, green, 218, badenoch crescent, warwarick, ngunnawal, 4800, vic, 19941201, 27, 02 77783263, 6536716, 3
rec-1580-org,   stephanie, staude, 43, twelve trees crescent, warrion rsd, lower templestowe, 6383, vic, 19910607, 39, 07 58004192, 5164551, 7
rec-735-dup-0, chloe, faehse, 5, mattingley court, , blacks beach, 2137, nsw, 19940129, 41, 08 70893751, 3933708, 7
rec-4078-org,   jayde, matthews, 58, longmore crescent, , mermaid waters, 6060, qld, 19920708, , 08 71330906, 1931539, 5
rec-1485-org,   yasmin, povel, 76, barrallier street, unt 3, golden bay, 2290, tas, 19911004, 28, 02 50696680, 7512983, 3
rec-3602-org,   gemma, thiessen, 21, sanderson close, rosehill, preston, 3324, nsw, 19991107, 38, 02 48223776, 7904655, 2
rec-5908-org,   rory, carrabba, 9, archibald street, maroochydore palm holiday vllge, lindfield, 4121, nsw, 19950402, 8, 03 69180607, 9094519, 4
rec-576-dup-1, aiden, white, 121, , , benowa, 2065, nsw, 19901103, 28, 04 76665262, 4176368, 5
rec-7095-org,   oscar, matthews, 13, goble street, , caulfield, 3199, nsw, 19911203, 26, 02 94568838, 4548135, 4
rec-1943-org,   , white, 64, galvin place, , belmont north, 5260, vic, 19930605, 29, 08 80997709, 9581351, 8
rec-992-org,   jaimee, kahlon, 18, morrison street, sec 202, highbury, 6530, nsw, 19900403, 24, 07 51237862, 7543943, 3
rec-1621-org,   lauren, wilkins, 7, cobby street, anglers, lavington, 2081, nsw, 19951205, 26, 08 06961417, 9320951, 0
rec-5858-org,   beau, dragheim, 64, medley street, hosier lodge stables (cnr oliver s stree, nedlands, 4810, nsw, , , 02 80896206, 9889734, 0
rec-2108-org,   thomas, denholm, 128, clive steele avenue, killarney, brunswick west, , vic, 19970516, 12, 03 08158542, 9036134, 4
rec-1433-org,   george, clarke, 2, weavell place, , thornlie, 2763, qld, 19910224, 37, 03 67671533, 8149042, 0
rec-5252-org,   rebecca, white, 21, harrington circuit, , chelsea heights, 2220, nsw, 19960313, 32, 07 06182937, 5870278, 0
rec-3240-org,   shawn, samarzia, 11, wandoo street, , nicholls, 2094, nsw, 19971015, 32, 02 36471054, 2854976, 0
rec-7268-org,   julia, goode, , unaipon avenue, longridge, windsor, 2360, nsw, 19900203, 23, 07 90358254, 7203954, 3
rec-5836-org,   samara, clarke, 112, twynam street, , ringwood, 2729, nsw, 19900521, 11, 07 20402363, 9090730, 6
rec-5278-org,   sophie, white, 529, sproule circuit, kurajong, greenwith, 4373, , 19950305, 27, 07 87342602, 1908014, 1
rec-1533-org,   emiily, molyneaux, 19, alice jackson crescent, , trigg, 2261, nsw, 19990402, , 03 95042273, 6565786, 5
rec-4534-org,   amber, clarke, 66, hadleigh circuit, millbanks, duncraig, 4559, nsw, 19911114, , 07 34698999, 4098541, 0
rec-2765-dup-1, lachlan, white, 25, two stimcjs road, villa 405 bally cara, wattle glen, 3076, nsw, 19970305, , 07 82368673, 4375824, 7
rec-7529-org,   chloe, dixon, 54, strickland crescent, , , 2606, act, 19940824, 30, 04 62059341, 6336097, 6
rec-8306-org,   joel, karahalios, 14, jeanette place, , moorabbin, 3629, nsw, 19930612, 32, 03 37851205, 6303700, 3
rec-2466-dup-1, kyld, nizynski, 6, barraclough crescent, , richaxdson, 6111, , 19941206, 32, 03 18804035, 4566938, 6
rec-2256-org,   taylah, gartley, , bingley crescent, , ringwood east, 3028, vic, 19981130, 27, 08 04376718, 2963067, 3
rec-1135-org,   nikita, petersen, 4, edmondson street, the palms village, creswick, 4304, nsw, 19980224, 23, 07 27426194, 5299258, 7
rec-6290-org,   james, spratt, 8, thomas place, , glengowrie, 2289, , 19971220, 24, 08 47151622, 6480151, 7
rec-8397-org,   benjamin, halley, , cossington smith crescent, immanuel garden, smithfield plains, 3355, nsw, 19991024, 32, 04 52972160, 5365305, 7
rec-6132-org,   kyle, ryan, , woodgrove close, , st ives, 5575, sa, 19930214, 33, 07 30573205, 7070799, 5
rec-453-org,   kiandra, daymond, 17, , ravensfield, abbotsford, 6149, vic, 19900223, , 03 64701923, 4694827, 1
rec-3752-org,   isabella, wegman, 32, wilshire street, murrumbung, clifton, 5290, qld, 19900313, 22, , 5238162, 4
rec-8319-dup-0, joshua, colquhoun, 28, bingley crsecent, , tallygaroapna, 3138, vic, , 31, 08 07805495, 8144645, 7
rec-8472-org,   sebastian, roles, 35, mcmillan crescent, , norah head, 2191, nsw, 19931129, 29, 03 46954869, 4410152, 6
rec-1993-dup-0, olivia, mcgregor, 1, purbrick sreet, , rosebud, , act, 19950320, 34, 04 08213642, 4225631, 8
rec-5937-org,   matthew, dixon, 2, knoke avenue, kalkaroo statn, windsor, 2194, qld, 19921220, 24, 04 53436395, 9631273, 5
rec-5320-org,   jackson, millar, 32, tullaroop street, berkeley vlge, panton hill, 3162, vic, 19980718, 26, 03 12745424, 6357632, 5
rec-6811-org,   tahlia, banham, 16, yiman street, , warrandyte, 2074, nsw, 19910829, 21, 08 94739196, 6673200, 7
rec-2853-org,   riley, clarke, 111, howarth place, merewether public school, highbury, 7315, vic, 19920302, 21, 08 99490661, 4489887, 3
rec-7006-org,   abbey, ryan, 14, balfour crescent, , geneva, 2765, vic, 19930811, 33, 04 40257715, 1502124, 2
rec-3987-org,   liam, nguyen, 18, downard street, , broadbeach waters, 2219, wa, 19980406, 30, 07 10384966, 2246417, 3
rec-5505-dup-0, jack, beaty, 15, pulleinevvrescent, wyong plaza village, cabramatta, 2460, qld, 19981105, , 04 51755224, 5054208, 8
rec-1206-org,   jordan, matthews, 35, , maroochydore palm holiday vllge, murdoch, 6054, nsw, 19941106, 26, 07 66466588, 3647343, 6
rec-3810-org,   ryan, garden, 71, ballard place, , geelong west, 4226, , 19960402, 12, 07 00660278, 3796071, 5
rec-2872-org,   nicholas, paine, 67, , , eastwood, 4059, nsw, , 11, 03 75732381, 9834690, 9
rec-5792-org,   renee, mcphail, 106, paterick place, , machans beach, 4879, wa, 19971130, 28, 07 43840938, 4009308, 5
rec-7305-org,   savannah, grossman, 26, canberra avenue, inglewood, rose bay, 6055, nsw, , 10, 07 16908830, 8100546, 9
rec-6333-org,   natalia, clarke, 7, harcus close, , hamilton, 4655, qld, 19970614, 30, 08 85428791, 6114069, 0
rec-7033-org,   sean, hanigan, 4, warrambool close, secret pond, newham, 2564, nsw, 19990402, 26, 02 06777096, 2997869, 8
rec-1197-org,   alex, matthews, 27, gatton street, villa 5, majors creek, 3169, vic, 19990429, 34, 02 11265632, 4123089, 5
rec-6474-org,   jacob, klisch, 4, muntz street, , wendouree, 4740, qld, 19990419, , 07 79917230, 5489689, 4
rec-1845-org,   emma, cannell, 1, bingham circuit, yarrabee, bundaberg, 2250, nsw, , 20, 08 95827225, 9325350, 9
rec-3536-org,   jessica, belperio, 13, maribyrnong avenue, , swan hill, 4068, sa, 19900330, 35, 08 79334152, 2541149, 8
rec-5586-org,   tahlia, capel, 54, andamooka street, , toowoomba, 3550, , 19960529, 28, 04 78888087, 3726219, 9
rec-875-org,   samuel, white, 64, goodwin street, , malabar, 2192, nsw, 19911023, 25, 07 34729685, 7465531, 2
rec-5918-org,   nathan, clarke, 6, strangways street, , dunnstown, 4621, , 19910624, 36, 08 89382289, 3162807, 8
rec-2112-org,   fiona, dudley, 12, goldfinch circuit, , whitebridge, 3936, nsw, 19910821, , 04 07439912, 9366765, 4
rec-3395-org,   catherine, sherriff, 7, hamlet place, locn 7560, fumina, 4122, vic, 19970819, 26, 03 08939821, 9071651, 5
rec-6729-org,   jasmine, chappel, 9, fihelly street, , sandgate, 2747, wa, 19950110, , 04 47239542, 6177953, 0
rec-908-org,   luke, bristow, 99, wisdom street, kooyong, flemington, 3140, qld, 19950310, 34, 04 32165475, 1988920, 7
rec-6683-org,   jed, lygtenberg, 19, hurley street, , exeter, 2324, qld, 19910901, 32, 02 92550427, 2065259, 2
rec-1704-org,   amber, menzies, 43, howitt street, beachfront caravan park, greensborough, 2776, nsw, 19911219, , 04 86003762, 2893473, 4
rec-6653-org,   timothy, janowicz, 9, , , altona north, 4007, qld, 19960130, 30, 04 41004626, 1892546, 3
rec-2832-org,   lucy, george, 6, cuthbertson crescent, coralyn, inglewood, 5700, nsw, 19950905, 28, 04 64664891, 4150564, 8
rec-4676-org,   sarah, wilkins, 10, davenport street, , bargara, 2152, nsw, 19940712, 36, 03 39018738, 4858831, 2
rec-6454-org,   jack, girdler, 2, kirkpatrick street, oakdale, loganholme, 3121, nsw, 19970214, 22, 03 76390208, 9879483, 5
rec-5894-org,   kydan, di manno, 73, antill street, , mermaid waters, 2630, nsw, 19980701, 31, 02 28930454, 3146680, 9
rec-7-dup-0, taylah, green, 180, forbes street, goomaram, empire bay, 5073, nsm, 19931015, 25, 08 01875585, 5599318, 9
rec-1379-org,   caitlin, dixon, 115, hardwicke place, paradome, burrum heads, 4505, nsw, , 42, 02 10578421, 9311049, 8
rec-5775-org,   alisha, craske, 1, euroka street, elenera, yamba, 2485, qld, 19901006, 27, 07 10478107, 5768652, 3
rec-4858-org,   georgia, white, 5, fisher street, , bogangar, 3134, tas, 19941022, , 02 61962151, 1863895, 6
rec-3768-org,   tony, maynard, 19, lea place, summer hill, ballarat, 2322, wa, 19970423, 24, 08 20394553, 2656591, 6
rec-6718-org,   michael, povey, 53, apperly close, , highett, 3084, , 19971231, , 02 76751251, 9984485, 9
rec-154-org,   jed, campbell, 3, hyndes crescent, danric lodge, birkdale, 5075, vic, 19931211, 34, 04 07790465, 7933014, 4
rec-8434-org,   hannah, bradshaw, 9, custance street, 2nd hse lhs, punchbowl, 2820, sa, 19920426, 34, 04 37175074, 5788114, 5
rec-6499-org,   ryan, bansemer, 14, arthur circle, , hope valley, 2074, act, 19960313, 28, 07 82002790, 5718417, 0
rec-3530-org,   talissa, dikic, 246, sherwood circuit, sherwood, safety bay, 2226, vic, 19970524, , 04 17981197, 8549889, 2
rec-3429-org,   riley, patience, 16, maclaurin crescent, , wantirna, 4179, , 19950221, , , 3613308, 3
rec-5489-dup-1, hayden, bowerman, 57, ferguson circuit, , dean park, 2582, qkd, , 24, 03 46807982, 8213627, 7
rec-7404-org,   ewan, morrison, 59, hackett garden, , jeeralang junction, 2039, qld, 19960410, , 02 61283438, 9143098, 9
rec-5128-dup-2, zanelli, alessandra, 34, beaumont close, brentwood vlge, burwood east, 3216, wa, 19940901, 32, 04 59388412, 5189225, 1
rec-462-org,   olivia, aspinall, 27, whatmore court, , devonport, 2604, nsw, 19910108, , 08 47951594, 1773250, 4
rec-4300-dup-0, haylde, noack, 31, popplewell place, darlington van park, caves beach, 2207, vic, 19950411, 30, 02 08029663, 7161683, 5
rec-5887-org,   sienna, carrigg, 32, vansittart crescent, sheep station, katherine, 4670, nsw, 19961212, , , 7616626, 3
rec-7684-org,   william, goode, 125, wehl place, , morwell, 0820, nsw, 19920406, 28, 04 04312307, 2263156, 3
rec-2445-org,   patrick, lambropoulos, 281, heydon crescent, , kincumber, 4352, nsw, 19981129, 28, 08 78279588, 5755557, 5
rec-1010-org,   chantelle, reid, 124, , , wahroonga, 6169, nsw, 19930823, , , 3459525, 6
rec-5312-org,   reegan, sherriff, 17, reeve close, brentwood village, tawonga south, 6157, vic, 19990321, , 03 92516096, 6404849, 7
rec-4119-org,   pia, bishop, 78, mcmahon court, beauty bend, telegraph point, 7009, nsw, 19900303, , 07 61459724, 1308167, 6
rec-4654-org,   mitchell, siviour, 308, wheeler crescent, , thornlands, 2204, nsw, 19990126, 31, 07 81096504, 2191224, 1
rec-5292-org,   william, nguyen, 26, clubbe crescent, , peakhurst, 3171, vic, 19951215, 28, 08 29111139, 6795870, 6
rec-7427-org,   sebastian, chandler, 8, dumaresq street, , trevallyn, 3131, qld, 19910622, 33, 07 66805015, 3452932, 0
rec-5416-org,   bailey, mac knight, 135, hoban place, , bronte, 3032, , 19910916, 24, 02 67087763, 1806098, 5
rec-196-org,   kyle, , 31, , old mcdonald farm, rowville, 2615, nt, 19960411, 26, 08 10877338, 4970269, 6
rec-4293-dup-0, ruby, wang, 19, affleck pace, , medina, 2117, vic, 19980928, 31, 03 89836184, 3885566, 8
rec-1067-org,   harrison, mahon, 2, liverpool street, , pimlico, 4214, vic, 19951128, 29, 04 92647026, 4259881, 2
rec-4743-org,   devan, wyllie, 15, chifley place, , forrestfield, 5095, nsw, 19920917, 35, 04 15439550, 3893010, 0
rec-4799-org,   amy, tribbeck, 13, lubuma place, , broadmeadows, 2650, nsw, 19990120, 29, 03 37237983, 8676143, 3
rec-2864-org,   imogen, rattur, 1, dawes street, , hermit park, 2787, vic, 19940824, 34, 03 84522194, 2216792, 2
rec-2008-org,   wade, bindoff, 2, conolly place, , kaleen, 3058, , , 11, 04 38840393, 7846707, 0
rec-2660-org,   lucas, miles, 98, longmore crescent, shingledale, moorabbin, 2164, nsw, 19961122, 24, 07 13871934, 5711009, 2
rec-720-org,   mia, cadman, 15, mccaw place, fingal park, dunsborough, 6162, vic, 19930910, 19, 07 02604869, 7354267, 8
rec-6689-org,   keeley, lombardi, 75, , , blackheath, 6009, , 19940625, , 02 52067023, 1491047, 3
rec-1466-org,   samuel, white, 3, pinkerton circuit, , montagu bay, , nsw, 19940521, 30, 03 07385027, 2361003, 4
rec-4969-org,   marco, paterson, 33, pohlman street, coaling, currimundi lakes, 4218, sa, , , 02 87143557, 3605262, 3
rec-3211-org,   danielle, matthews, 3, powlett street, , carrum, 5081, vic, 19910625, , 04 82514838, 1561954, 0
rec-4412-org,   jed, neumann, 73, northbourne avenue, the garage, highbury, 2209, qld, 19900626, 21, 07 76904774, 6493972, 6
rec-348-org,   robbie, eyles, 30, baldwin drive, ascotvale, ballendella, 6169, qld, 19900705, , 02 98533344, 2603116, 7
rec-1127-org,   rourke, nguyen, 15, starling place, , eaton, 3162, vic, 19900313, , 02 96729160, 8625730, 7
rec-3924-org,   karla, paterson, 20, de mestre place, eden park, oakleigh, 2450, nsw, 19911228, 33, 03 82898565, 7932198, 0
rec-7965-org,   harrison, mahmoud, 98, damala street, villa 2, kingaroy, 2850, qld, 19961217, 23, 08 03131092, 6166094, 0
